,title,author,text,link_url
100,달러구트 꿈 백화점,이미예,"여기는 잠들어야만 입장할 수 있는 ‘달러구트 꿈 백화점’입니다 잠들어야만 입장할 수 있는 독특한 마을. 그곳에 들어온 잠든 손님들에게 가장 인기 있는 곳은, 온갖 꿈을 한데 모아 판매하는 ‘달러구트의 꿈 백화점’이다. 긴 잠을 자는 사람들은 물론이고, 짧은 낮잠을 자는 사람들과 동물들로 매일매일 대성황을 이룬다. 범상치 않은 혈통의 주인장 ‘달러구트’, 그리고 그의 최측근에서 일하게 된 신참 직원 ‘페니’, 꿈을 만드는 제작자 ‘아가넵 코코’, 그리고 베일에 둘러싸인 비고 마이어스…등이 등장한다. 『달러구트 꿈 백화점』은 ‘무의식에서만 존재하는 꿈을 정말 사고 팔 수 있을까?’라는 기발한 질문에 답을 찾아가며, 꿈을 만드는 사람, 파는 사람, 사는 사람의 비밀스런 에피소드를 담고 있는 판타지 소설이다. 텀블벅 펀딩 1812% 달성, 전자책 출간 즉시 베스트셀러 1위를 3주간 기록하며 수많은 독자들의 요청으로 종이책으로 출간하게 되었다.  ",http://www.yes24.com/Product/Goods/91065309
101,미드나잇 라이브러리,매트 헤이그,"밤 12시, 죽기 바로 전에만 열리는 마법의 도서관에서 인생의 두 번째 기회를 드립니다 국내 주요 서점 종합 베스트셀러 1위, 2021년 올해의 책 선정 [뉴욕타임스] 베스트셀러 1위, 영국 아마존 종합 베스트셀러 1위 매트 헤이그의 소설 『미드나잇 라이브러리』는 2021년 4월 출간 이후 10개월 만에 30만 독자의 마음을 사로잡으며 눈물과 웃음, 가슴 뭉클한 감동을 선사하고 있다. 죽기로 결심한 주인공 ‘노라 시드’가 삶과 죽음 사이에 존재하는 미스터리한 도서관 ‘미드나잇 라이브러리’에서 눈을 뜨며 인생의 두 번째 기회를 얻는 이 소설은, 노라의 가장 완벽한 삶을 찾는 모험을 따라가며 ‘살아 있음’과 ‘살아가는 것’에 대한 깊은 통찰을 보여준다. “책을 덮는 순간 내일이 기대된다!” “내 인생의 반려책을 만났다” “다시 살아봐야겠다는 힘을 얻었다” 등 이 책을 읽은 독자들의 뜨거운 반응에 힘입어 주요 서점에서 2021 올해의 책으로 선정되었고, 그 열기는 여전히 계속되고 있다. 타인의 삶에 대한 공감, 자신의 삶에 대한 긍정, 살아 있는 것 자체가 살아야 할 이유라는 깊은 통찰력까지 매트 헤이그 작가가 보내는 공감과 위로의 메시지는 세대와 성별을 아우르며 전 세계 독자들의 마음을 사로잡았다. [뉴욕타임스] 베스트셀러 1위, 영국 아마존 종합 베스트셀러 1위를 기록했고, 미국 아마존과 [뉴욕타임스] 60주 이상, 독일 [슈피겔]에서도 38주 연속 장기 베스트셀러에 올랐다. 현재 덴마크, 이탈리아, 스페인, 루마니아, 타이완, 이란 등 세계 각지에서 출간되며 글로벌한 인기를 누리고 있다.  ",http://www.yes24.com/Product/Goods/99534783
102,아몬드,손원평,"공감 불능 사회, 차가움을 녹이는 아몬드 매혹적인 문체, 독특한 캐릭터, 속도감 넘치는 전개! “고통과 공감의 능력을 깨우치게 할 강력한 소설” 영화보다 강렬하고 드라마처럼 팽팽한, 완전히 새로운 소설이 나타났다. ‘감정을 느끼지 못하는’ 소년의 특별한 성장 이야기로, 첫 장부터 강렬한 사건으로 시작해 다음 페이지가 궁금해지게 만드는 흡입력 강한 작품이다. 또한 타인의 감정에 무감각해진 ‘공감 불능’인 이 시대에 큰 울림을 주는 소설로, 작품 속 인물들이 타인과 관계 맺고 슬픔에 공감하며 성장해 나가는 과정을 탁월하게 묘사했다. 영화처럼 펼쳐지는 극적인 사건과 매혹적인 문체로 독자를 단숨에 사로잡을 것이다. 『완득이』 『위저드 베이커리』를 잇는 제10회 창비청소년문학상 수상작.  『아몬드』의 주인공 ‘윤재’는 감정을 느끼는 데 어려움을 겪는 독특한 캐릭터다. 다른 사람의 말과 행동의 이면을 읽어 내지 못하고 공포도 분노도 잘 느끼지 못하는 윤재는 ‘평범하게’ 살아가려고 가까스로 버텨 오고 있다. 엄마에게서 남이 웃으면 따라 웃고, 호의를 보이면 고맙다고 말하는 식의 ‘주입식’ 감정 교육을 받기도 한다. 세상을 곧이곧대로만 보는 아이, ‘괴물’이라고 손가락질받던 윤재는 어느 날 비극적인 사건을 맞아 가족을 잃게 되면서 이 세상에 홀로 남는다.  그런데 모든 것을 잃었다고 생각하던 순간에 윤재 곁에 새로운 인연이 다가온다. 어두운 상처를 간직한 아이 ‘곤이’나 그와 반대로 맑은 감성을 지닌 아이 ‘도라’, 윤재를 돕고 싶어 하는 ‘심 박사’ 등이 그러한 인물들이다. 윤재와 이들 사이에서 펼쳐지는 이야기는 우리로 하여금 타인의 감정을 이해한다는 것이 얼마나 어려운지, 그럼에도 얼마나 소중한 일인지 다시 한번 생각해 보게 한다. 상실을 애도할 시간, 감정을 보듬을 여유를 잃어버린 채 살고 있는 독자들은 윤재를 응원하면서 자신의 마음 또한 되돌아볼 기회를 얻을 것이다. 윤재의 덤덤한 어조는 역설적으로 읽는 이의 가슴을 더욱 슬프게 저미며, 독자는 이 작품을 통해 깊고 진실한 감정의 고양을 경험할 수 있을 것이다.  ",http://www.yes24.com/Product/Goods/37300128
103,꽃을 보듯 너를 본다,나태주,나태주 시집 『꽃을 보듯 너를 본다』. 이 시집은 시인 나태주의 시 가운데 인터넷의 블로그나 트위터에서 자주 오르내리는 시들만 모아 엮은 책이다.“이 시집은 나의 시 가운데에서 인터넷의 블로그나 트위터에 자주 오르내리는 시들만 모은 책입니다. 그러니까 나의 책이긴 하되 독자들의 의견을 충분히 들어서 만든 책이라 하겠습니다. 나는 한 사람 시인의 대표작을 시인 자신이 정하는 것이 아니라 독자들이 정하는 것이라고 믿는 사람입니다. 그만큼 독자의 힘은 크고 막강하다. 그런 의미에서 이 시집은 나에게 특별한 느낌을 주는 책입니다. 독자들이 고른 시들만 모은 책이니 독자들이 보다 많이 사랑해주었으면 좋겠다는 생각을 더불어 가져 봅니다. 말기의 이 행성인 지구에서 또다시 종이를 없애며 책을 내는 행위가 나무들한테 햇빛한테 미안한 생각이 듭니다. 잠시 다 같이의 안녕을 빕니다.”- 작가의 말 중에서          ,http://www.yes24.com/Product/Goods/24259730
104,"나태주, 시간의 쉼표",나태주,"나태주 시인이 직접 쓴 숫자로 된 날짜에,그날에 어울리는 시인의 시 구절이 들어간 365 휴식 일력짧고, 쉽고, 단출한 글자만으로 우리의 마음에 큰 위로를 전하는 이 시대 가장 따뜻한 시인, 나태주의 글과 그림으로 구성된 일력이 출간되었다. 작은 탁상달력 형태인 이 책은 1월 1일부터 12월 31일까지의 숫자가 나태주 시인의 손글씨로 적혀 있어, 시인 특유의 친근한 온정을 그대로 느낄 수 있게 한다. 한국인이 사랑하는 시집 『꽃을 보듯 너를 본다』, 『혼자서도 별인 너에게』 등에 수록된 주옥같은 시들 중 그날그날에 어울리는 시구들을 정선하여 구성했다. “시를 쓰다 보면 그림이 떠오르고 그림을 그리다 보면 시가 써지기도” 한다는 나태주 시인에게 그림 그리기는 “시 쓰기와 형제지간”이나 다름없다. 이렇듯 시인은 시만큼이나 많은 그림을 그려왔다.이 책에는 무심한 듯 세밀한 연필화부터, 채색화, 판화까지 나태주 시인이 그동안 손수 그려온 그림들이 가득 담겨 있다. 이런 다채로운 그의 그림들은 화려하지 않아 더 따스하고, 커다랗지 않아 더 애틋한 그의 시와 오롯이 닮아 있다. 바쁘고 부지런한 우리의 하루하루에, 나태주 시인의 시 한마디와 함께 잠시의 휴식을 가져보면 어떨까. 나태주 시인의 휴식 일력 『나태주, 시간의 쉼표』는 연도나 요일이 정해져 있지 않은 만년 일력으로, 한 해만 사용하는 달력이 아니라 매해 언제든지 곁에 두고 여러 번 읽을 소장가치가 있는 책이다. 오늘날 잠시의 쉼표가 필요한 모든 이들에게 편안한 휴식 같은 선물이 되어줄 것이다.          ",http://www.yes24.com/Product/Goods/95161627
105,인간 실격,다자이 오사무,"인간의 나약함을 탁월하게 묘사하는 다자이 오사무의 작품을 새롭게 읽는다. 순수하고 여린 심성의 젊은이가 인간 사회의 위선과 잔혹성을 견디지 못하고 파멸되어 가는 과정을 그린 소설로, 어느 세계에도 속하지 못한 채 인간 실격자로 전락한 주인공의 내면을 치밀한 심리묘사로 기록하였다. 다자이 작품 속의 타락과 자기파괴적 언행은 제2차 세계대전에서 패망한 후 공황상태에 빠진 일본 젊은이들의 의식을 반영하고 있다.  다자이 작품은 기성세대의 가치관 및 윤리관, 도덕관이 패전과 함께 붕괴되면서 기존 사회에 속한 모든 것을 거부하고 새로이 시작하고자 하는 처절한 몸부림을 담고 있다. 어떻게든 사회에 융화하고자 애쓰고, 인간에 대한 구애를 시도하던 주인공이 결국 모든 것에 배반당하고 인간 실격자가 되어가는 패배의 기록인 이 작품은 그런 뜻에서 현대 사회에 대한 예리한 고발 문학이라 할 수 있다. 함께 실린 작품, 「직소」는 ‘나약한 인간으로서의 유다’라는 새로운 시각을 보여준다. 유다가 예수를 고발하는 자리에서 늘어놓는 이야기를 마치 독자가 현장에서 함께 듣고 있는 것처럼 서술한 작품으로, 예수를 흠모하고 사랑했지만 그 사랑이 거부당한 데 대한 분노와 반발심으로 예수를 팔아넘기게 되는 유다의 갈등과 번민을 생생하게 묘사하고 있다.  ",http://www.yes24.com/Product/Goods/1387488
106,우리가 빛의 속도로 갈 수 없다면,김초엽,"우리 SF의 우아한 계보, 그 후지난겨울까지 바이오센서를 만드는 과학도였던 김초엽 작가는, 이제 소설을 쓴다. 「관내분실」로 한국과학문학상 중단편부문 대상을 받았다. 필명으로 낸 「우리가 빛의 속도로 갈 수 없다면」도 동시에 상을 받았다. ‘한국 SF의 우아한 계보’라 불리며 작품 활동을 시작한 김초엽 작가는 그 후, 더욱 도약했다. 자신만이 그려낼 수 있는 김초엽 특유의 작품세계를 보여주었다. 투명하고 아름답지만 순진하지만은 않은, 어디에도 없는 그러나 어딘가에 있을 것 같은, 근사한 세계를 손에 잡힐 듯 이야기에 담아냈다.다섯 개의 위성이 뜨는 곳에서도, 지지 않는 마음표제작 「우리가 빛의 속도로 갈 수 없다면」에는 매력적인 ‘할머니 과학자’가 주인공으로 등장한다. 인물을 통해 소설은 어째서 어떤 고통은 기꺼이 감내할 수 있는지, 생의 끝에서 최선을 다한다는 것은 무엇인지를 자꾸만 묻는 듯하다. 문학상 이후 김초엽의 작품들은 더욱 확장된 세계를 그려낸다. 작가의 고민과 질문도 더 단단해진듯하다. 다섯 개의 위성이 뜨는 행성에 홀로 남겨져 외계인과 조우하게 될지라도(「스펙트럼」), 고통 없는 유토피아에서 짐짓 모르는 것처럼 질문하지 않고 살아갈 수 있을 때에도(「순례자들은 왜 돌아오지 않는가」). 그럼에도 불구하고 나의 세계를, 우리의 세계를 알아야겠다고 용기 내는 마음, 우리의 사랑과 우정을 말하며 지지 않는 마음, 분투하는 태도가 김초엽의 소설에는 있다.소녀들의 영웅이 금메달리스트일 필요는 없다김초엽은 정상과 비정상, 성공과 실패, 주류와 비주류의 경계를 끊임없이 질문한다. 미션에 실패했다고 비난받는 우주인일지라도(「나의 우주 영웅에 관하여」), 어떤 소녀에게는 그의 존재 자체가 응원일 수 있다. 무엇이 성공이고, 무엇이 실패인가. 우주 미션에는 실패했지만, 소녀를 응원하는 일에 성공했다면 그 삶을 실패한 삶이라 할 수 있을까. 소녀들의 영웅이 금메달리스트일 필요는 없다. 경계에 선 소설가 김초엽은 고민과 질문을 쨍하게 빛나는 이야기로 들려준다. 그것도 아주 재미있게.           ",http://www.yes24.com/Product/Goods/74261416
107,나미야 잡화점의 기적,히가시노 게이고,"<B>기적과 감동을 추리한다! 히가시노 게이고의 차기 대표작으로 손꼽힐 『나미야 잡화점의 기적』 『나미야 잡화점의 기적』은 2012년 3월 일본에서 출간되어 큰 화제를 불러일으킨, 우리 시대를 대표하는 작가 히가시노 게이고의 작품이다. 작가가 그동안 일관되게 추구해온 인간 내면에 잠재한 선의에 대한 믿음이 작품 전반에 깔려 있는 이번 이야기에는 그동안 히가시노 게이고 하면 떠올랐던 살인 사건이나 명탐정 캐릭터는 전혀 등장하지 않는다. 그럼에도 불구하고 마치 퍼즐을 맞추어가는 듯한 치밀한 짜임새는 과연 히가시노 게이고의 작품답게 명불허전의 짜릿한 쾌감을 선사하며 감동을 자아내 작가의 고정 독자를 충분히 매료시킨다.  “여러분이라면 어떤 고민을 상담하시겠습니까? 나라면 이웃과의 사이를 좋게 하는 방법을 상담하겠습니다.” 히가시노 게이고가 이 책의 한국어판 출간에 앞서 보내온 자필 메시지다. 이 물음은 우리 사회가 그만큼 각박해져 있다는 사실을 다시 한 번 상기시킨다. “인간은 혼자서는 살아갈 수 없고, 서로가 서로를 받쳐주며 살아가는 것이라고 새삼 느끼게 해주었다”고 후기를 올린 어느 독자의 말처럼 잊고 있던 ‘사람 간의 정’이라든가 ‘타인과의 관계’를 되돌아보게 만드는 작품이기에 더욱 특별하게 다가온다. <Br> ",http://www.yes24.com/Product/Goods/8157957
108,마음챙김의 시,류시화,"“날개를 주웠다, 내 날개였다.”</B> 시를 읽는 것은 자기 자신으로 돌아오는 것이고, 세상을 경이롭게 여기는 것이며, 여러 색의 감정을 경험하는 것이다. 살아온 날들이 살아갈 날들에게 묻는다. ‘마음챙김의 삶을 살고 있는가, 마음놓침의 시간을 보내고 있는가?’ 사회적 거리두기와 삶에 대한 성찰이 어느 때보다 필요한 지금, 손 대신 시를 건네는 것은 어떤가. 멕시코의 복화술사, 영국 선원의 선원장, 기원전 1세기의 랍비와 수피의 시인뿐 아니라 파블로 네루다와 비스와바 쉼보르스카 같은 노벨 문학상 수상 시인, 페이스북과 인스타그램의 신세대 시인들, 그리고 라다크 사원 벽에 시를 적은 무명씨. 고대와 중세와 현대의 시인들이 나와 타인에 대한 운율 깃든 성찰로 독자를 초대한다. 아름다운 시들을 모았다고 해서 좋은 시집이 되지는 않는다. 진실한 깨달음이 시의 문을 여는 순간이 있다. 백만 독자의 찬사와 인기를 얻은 잠언 시집 『지금 알고 있는 걸 그때도 알았더라면』과 치유 시집 『사랑하라 한번도 상처받지 않은 것처럼』에 이어 15년 만에 류시화 시인이 소개하는 마음챙김의 시들. 삶의 무늬를 담은 한 편 한 편의 시가 가슴에 파문을 일으킨다. <bR> ",http://www.yes24.com/Product/Goods/92462696
109,소년이 온다,한강,"섬세한 감수성과 치밀한 문장으로 인간 존재의 본질을 탐구해온 작가 한강의 여섯번째 장편소설 『소년이 온다』가 출간되었다. 1980년 광주의 5월을 다뤄 창비문학블로그 ‘창문’에 연재할 당시(2013년 11월~2014년 1월)부터 독자들의 이목을 끌었던 열다섯살 소년의 이야기는 ‘상처의 구조에 대한 투시와 천착의 서사’를 통해 한강만이 풀어낼 수 있는 방식으로 1980년 5월을 새롭게 조명한다. 한강은 무고한 영혼들의 말을 대신 전하는 듯한 진심 어린 문장들로 어느덧 그 시절을 잊고 무심하게 5.18 이후를 살고 있는 우리에게 묵직한 질문을 던지고, 여전히 5.18의 트라우마를 안고 힘겹게 살아가는 사람들을 위무한다. 『소년이 온다』는 광주민주화운동 당시 계엄군에 맞서 싸우던 중학생 동호를 비롯한 주변 인물들과 그후 남겨진 사람들의 고통받는 내면을 생생하게 그려내고, 당시의 처절한 장면들을 핍진하게 묘사하며 지금 “우리가 ‘붙들어야 할’ 역사적 기억이 무엇인지를 절실하게 환기하고 있다(백지연 평론가).” “이 소설을 피해갈 수 없었”고, “이 소설을 통과하지 않고는 어디로도 갈 수 없다고 느꼈”다는 작가 스스로의 고백처럼 이 소설은 소설가 한강의 지금까지의 작품세계를 한단계 끌어올리는, “한강을 뛰어넘은 한강의 소설(신형철 평론가)”이라고 자신 있게 말할 수 있는 작품이다.   ",http://www.yes24.com/Product/Goods/13137546
110,옷소매 붉은 끝동 1,강미강,"조선의 개혁군주. 남들에게도, 스스로에게도 엄격했던 왕.그리고, 왕이 평생 동안 마음에 품은 단 한 여인.왕은 궁녀를 사랑했다. 그러나 군왕의 삶은 삭막했고 사내에 앞서 임금이기를 선택했다. 필연적으로 베푼 만큼 앗아갔다. 주는 것보다 받는 것을 당연하게 여겼다. 세상은 여자들을 한 줄로 세워놓고 누가 제일 총애 받았나 따지면서도, 그 여자들은 과연 임금을 사랑했을지는 의문을 삼지 않았다. 덕분에 심사가 꼬인 궁녀는 무엄하게도 거절하였다.그러자 보잘 것 없던 인생이 송두리째 흔들렸다.왕으로 살고자 했던 남자. 그 누구보다 스스로에게 엄격했던 왕.왕의 사랑을 받는 것은 꿈에도 생각해 본 적 없는 여자. 벗과 자유를 사랑했던 여인.그들은 결국 서로를 마음에 담는다.           ",http://www.yes24.com/Product/Goods/38001978
111,데미안,헤르만 헤세,데미안을 통해 참다운 어른이 되어 가는 소년 싱클레어의 이야기. 한 폭의 수채화같이 아름답고 유려한 문체로 전세계인의 사랑을 받고 있는 작품. 감수성이 풍부한 주인공 싱클레어가 소년기에서 청년기를 거쳐 어른으로 자라가는 과정이 세밀하고 지적인 문장으로 그려져 있습니다. 진정한 삶에 대해 고민하고 올바르게 살기 위해 노력하는 데미안과 싱클레어의 깊이 있는 이야기.  ,http://www.yes24.com/Product/Goods/176787
112,옷소매 붉은 끝동 2,강미강,"조선의 개혁군주. 남들에게도, 스스로에게도 엄격했던 왕.그리고, 왕이 평생 동안 마음에 품은 단 한 여인.왕은 궁녀를 사랑했다. 그러나 군왕의 삶은 삭막했고 사내에 앞서 임금이기를 선택했다. 필연적으로 베푼 만큼 앗아갔다. 주는 것보다 받는 것을 당연하게 여겼다. 세상은 여자들을 한 줄로 세워놓고 누가 제일 총애 받았나 따지면서도, 그 여자들은 과연 임금을 사랑했을지는 의문을 삼지 않았다. 덕분에 심사가 꼬인 궁녀는 무엄하게도 거절하였다.그러자 보잘 것 없던 인생이 송두리째 흔들렸다.왕으로 살고자 했던 남자. 그 누구보다 스스로에게 엄격했던 왕.왕의 사랑을 받는 것은 꿈에도 생각해 본 적 없는 여자. 벗과 자유를 사랑했던 여인.그들은 결국 서로를 마음에 담는다.           ",http://www.yes24.com/Product/Goods/38002046
113,"칵테일, 러브, 좀비",조예은,"안전가옥 쇼-트 시리즈의 두 번째 책으로, 조예은 작가의 단편집이다. 안전가옥 오리지널 시리즈의 첫 책 『뉴서울파크 젤리장수 대학살』에서 탄탄한 구성의 호러 스릴러를 선보였던 작가의 연출력은 단편집에서 더욱 다양한 색채로 빛을 발한다. 미묘하지만 분명한 폭력을 감내해 왔던 여성 빌런의 탄생을 그린 「초대」, 물귀신과 숲귀신 사이의 사랑스러운 이끌림을 담은 「습지의 사랑」, 블랙 유머를 통해 가부장제의 이면을 들여다보는 오컬트 좀비물 「칵테일, 러브, 좀비」, 제2회 황금가지 타임리프 공모전에서 우수상을 차지한 「오버랩 나이프, 나이프」 등 네 작품을 수록하였다.  ",http://www.yes24.com/Product/Goods/89913383
114,지금 알고 있는 걸 그때도 알았더라면,류시화,"시인이자 명상가인 류시화씨가 엮은 잠언시집．인디언에서 수녀, 유대의 랍비, 회교의 신비주의 시인, 걸인, 에이즈 감염자, 가수 등 지역과 시대를 뛰어넘은 다양한 무명씨들의 고백록이나 기도문들을 모아 엮었다. 지금과는 다른 새로운 삶을 원하는 사람, 새로운 존재를 영위하고 싶은 모든 사람들에게 자신의 삶의 방식에 대한 냉정한 관찰법과 웃음과 감동을 전해주는 시집이다.           ",http://www.yes24.com/Product/Goods/15816722
115,문명 1,베르나르 베르베르,"전염병과 테러, 전쟁으로 한계에 다다른 인류 문명 그 자리를 대신할 새로운 문명은 어디에-  베스트셀러 작가 베르나르 베르베르의 신작 장편소설 『문명』(전2권)이 프랑스문학 전문 번역가 전미연의 번역으로 열린책들에서 출간되었다. 소설의 배경은 전염병으로 수십억 명이 사망하고, 테러와 전쟁으로 황폐해진 세계. 이 소설이 프랑스에서 처음 출간된 2019년에만 해도 흔히 사용되는 디스토피아적 배경에 불과했겠지만 코로나 시대를 살아가는 지금 우리에게는 더욱더 생생하게 느껴지는 설정이다. 『문명』은 인류 문명이 벼랑 끝에 다다른 세상을 무대로 『고양이』의 주인공이었던 고양이 바스테트가 모험을 펼치는 소설이다. 고양이들의 일차 목표는 기하급수적으로 불어난 쥐 떼의 공격을 물리치고 열악한 환경에서 살아남는 것이지만, 최종 목표는 인류 문명을 대신할 새로운 문명을 건설하는 것이다. 그 과정에서 만난 돼지, 소, 개, 비둘기 등 다양한 동물들은 고양이의 아군이 되기도 하고 적이 되기도 한다. 과연 바스테트는 서로 다른 동물종의 소통과 협력을 이끌어 내고 목표를 이룰 수 있을까? 이 작품은 암고양이 바스테트의 성장소설이기도 하다. 베르베르 작품의 그 어떤 주인공보다도 매력적이고 사랑스러우며 장점도 단점도 확실한 그녀. 문명을 세우겠다는 당찬 바스테트의 도전을 함께 지켜보자.  ",http://www.yes24.com/Product/Goods/101758671
116,문명 2,베르나르 베르베르,"전염병과 테러, 전쟁으로 한계에 다다른 인류 문명 그 자리를 대신할 새로운 문명은 어디에-  베스트셀러 작가 베르나르 베르베르의 신작 장편소설 『문명』(전2권)이 프랑스문학 전문 번역가 전미연의 번역으로 열린책들에서 출간되었다. 소설의 배경은 전염병으로 수십억 명이 사망하고, 테러와 전쟁으로 황폐해진 세계. 이 소설이 프랑스에서 처음 출간된 2019년에만 해도 흔히 사용되는 디스토피아적 배경에 불과했겠지만 코로나 시대를 살아가는 지금 우리에게는 더욱더 생생하게 느껴지는 설정이다. 『문명』은 인류 문명이 벼랑 끝에 다다른 세상을 무대로 『고양이』의 주인공이었던 고양이 바스테트가 모험을 펼치는 소설이다. 고양이들의 일차 목표는 기하급수적으로 불어난 쥐 떼의 공격을 물리치고 열악한 환경에서 살아남는 것이지만, 최종 목표는 인류 문명을 대신할 새로운 문명을 건설하는 것이다. 그 과정에서 만난 돼지, 소, 개, 비둘기 등 다양한 동물들은 고양이의 아군이 되기도 하고 적이 되기도 한다. 과연 바스테트는 서로 다른 동물종의 소통과 협력을 이끌어 내고 목표를 이룰 수 있을까? 이 작품은 암고양이 바스테트의 성장소설이기도 하다. 베르베르 작품의 그 어떤 주인공보다도 매력적이고 사랑스러우며 장점도 단점도 확실한 그녀. 문명을 세우겠다는 당찬 바스테트의 도전을 함께 지켜보자.  ",http://www.yes24.com/Product/Goods/101758676
117,종의 기원,정유정,"<B>3년, 모두가 손꼽아 기다려온 소설 악惡은 어떻게 존재하고 점화되는가 심연에서 건져 올린 인간 본성의 ‘어두운 숲’ 작가 정유정이 돌아왔다! </B> 펴내는 작품마다 압도적인 서사와 폭발적인 이야기의 힘으로 많은 독자들의 뜨거운 사랑을 받아온 정유정이 전작 『28』 이후 3년 만에 장편소설 『종의 기원』으로 독자들을 찾았다. 새로운 작품을 내놓을 때마다 다음 작품을 기다리게 하는 작가이기에 3년 만에 만나는 그의 신작을 향한 독자들의 기대는 그 시간만큼이나 높게 쌓였을 것이다.  작품 안에서 늘 허를 찌르는 반전을 선사했던 작가답게, 이번 작품에서 정유정의 상상력은 전혀 다른 방향에서 빛을 발한다. 미지의 세계가 아닌 인간, 그 내면 깊숙한 곳으로 독자들을 초대하고 있는 것이다.  지금껏 ‘악’에 대한 시선을 집요하게 유지해온 작가는 이번 신작 『종의 기원』에 이르러 ‘악’ 그 자체가 되었다. 그리하여 그 누구와 비교할 수 없는 정유정만의 독보적인 스타일로 ‘악’에 대한 한층 더 세련되고 깊이 있는 통찰을 선보인다.                  ",http://www.yes24.com/Product/Goods/27643793
118,천 개의 파랑,천선란,"‘한국과학문학상’의 또 다른 성취로 기억될 이름! 우리 SF가 품게 된 가장 따뜻한 물결, 천선란! 2019년 첫 장편소설 『무너진 다리』로 SF 팬들에게 눈도장을 찍었고, 2020년 7월, 소설집 『어떤 물질의 사랑』을 통해 우리 SF의 대세로 굳건히 자리 잡은 천선란. 2019년 한국과학문학상 장편 대상 수상작 『천 개의 파랑』은 이를 방증하듯 출간 전부터 많은 SF 팬들의 뜨거운 기대를 모았다. 『천 개의 파랑』은 한국과학문학상 심사위원 김보영에게 “천 개의 파랑이 가득한 듯한 환상적이고 우아한 소설”, “이미 활발하게 활동하고 있는 유명 작가의 작품이라 해도 믿을 법했다” 라는 찬사를 이끌어냈다. 이는 김창규 작가가 한국과학문학상 심사평에서 언급한 말과 맥을 같이 한다. “더 이상 좋은 한국 SF의 가능성’이란 얘기는 듣지 않아도 되겠다는 생각이 들어 기뻤다. 그만큼 SF를 충분히 소화하고 빚은 작품들이, 가능성을 넘어 다양한 길을 정하고 완성되고 있었다.” 천선란은 더 이상 SF의 가능성이 아니다. 그는 이미 완숙하게 무르익은 상태로 우리에게 도달한 ‘준비된 작가’다. SF가 진보하는 기술 속에서 변화하고 발전하는 모습을 예견하는 장르라면, 『천 개의 파랑』은 진보하는 기술 속에서 희미해지는 존재들을 올곧게 응시하는 소설이다. 발달한 기술이 배제하고 지나쳐버리는 이들, 엉망진창인 자본 시스템에서 소외된 이들, 부서지고 상처 입은 채 수면 아래로 가라앉아 있던 이들을 천선란은 다정함과 우아함으로 엮은 문장의 그물로 가볍게 건져 올린다. 그의 소설은 희미해진 이들에게 선명한 색을 덧입히는 과정으로 이루어져 있다. 『천 개의 파랑』은 천선란 작가가 휴대폰 메모장에 적어놓은 한 줄에서부터 시작한다. ‘우리는 모두 천천히 달리는 연습을 해야 한다.’ 빠른 속도로 지나가는 풍경 속에서도 ‘있는 힘껏 고개를 돌려 흐릿한 풀잎을 바라보는’ 천선란의 시선은 올곧으며, 개미 한 마리조차 밟지 않기 위해 느린 걸음을 연습하는 작가의 태도는 믿음직스럽다. 그렇기에 우리는 천선란의 시선과 발걸음에 맞추어 『천 개의 파랑』을 읽는 동안 ‘부서지고 다친 작은 존재들의 끈질긴 연대 너머로만 엿볼 수 있는 촘촘한 기쁨’을 누릴 수 있게 된다.  ",http://www.yes24.com/Product/Goods/91766653
119,"시선으로부터,",정세랑,"2021 서울국제도서전 기념 한정 리커버『시선으로부터,』 하와이 에디션정세랑 작가의 장편소설 『시선으로부터,』가 2021 서울국제도서전을 기념해 새로운 재킷을 입었다. 등장인물들은 저마다 나름의 상처를 가졌지만 그럼에도 배경인 하와이처럼 따뜻하고 명랑한 공기가 흐르는 『시선으로부터,』의 분위기를 표지에 담았다. 윤예지 작가의 화사하고 팝한 일러스트로 열대의 흥겨움이 느껴지는 새로운 표지에는 ‘하와이 에디션’이라는 이름을 붙여보았다. 일반적인 CMYK 4도가 아니라 비비드한 별색 4도로 인쇄해 컬러풀한 정세랑의 작품세계를 표현했다.           ",http://www.yes24.com/Product/Goods/90367403
